Performance,Video URL
1.4262,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-942779243913664
1.9896,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-942524046763053
1.4343,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-940634710428411
0.743,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-939795907980426
0.7173,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-938232524809973
0.6871,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-937508703912579
0.2011,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-937410954343974
0.9191,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-935558767885747
1.6515,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-935530867630269
2.0666,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-935168780798574
1.2673,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-933913194646448
0.7001,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-933773150951550
0.5158,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-932703258597949
2.2497,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-932296771464171
2.2362,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-932085787962122
2.0555,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-932038864470963
2.2847,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-930116227971248
1.8266,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-929830031529018
0.9358,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-929511878466995
1.3256,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-929300948587514
0.3247,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-925596815118953
0.4572,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-925260332281638
1.9042,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-924865635226814
1.8667,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-924585008982148
1.7492,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-621652523105267
0.2689,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-621266003076530
1.2383,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-620702145697389
1.2875,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-620154813059921
0.9139,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-618555366744628
1.8351,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6174004652651971
0.7379,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-617288786873081
0.3688,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6172742522782221
1.2673,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-613417017284998
0.6284,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-613197413789434
1.541,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-613152173490344
1.1942,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-612555930635832
0.5582,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-612426467555072
0.2946,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-611188517518682
2.1881,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6107397609317402
1.7413,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6096104653784047
1.1599,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-606237444463640
1.4393,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-605272664726548
0.2606,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6046690562050296
1.2,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-604285914607200
1.5304,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-604041931565137
0.4917,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-603099807587246
0.2123,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-911926190614858
1.887,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-911482386703699
1.9529,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-911172609864769
0.8536,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-910958533691058
0.8701,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-909937876815529
1.517,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-909110383822260
0.3052,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-909067460285978
0.5691,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-907416560296782
0.9162,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-906909830682725
0.5857,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-906506897404894
0.9664,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905844110841635
0.239,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905739711170399
2.1973,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-905545323817883
2.2575,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-904815481005158
2.2526,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-904480964010630
0.2472,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-904174908300812
0.7601,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-903960640750545
0.826,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-903913985069116
0.3204,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-903060767715541
1.2998,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902843234362370
1.3935,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902456848100089
0.5396377579,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-902309670925392
1.181475074,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-9020567984620018
0.8708258338,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-901695498551491
0.8446685561,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-901272811190482
1.306296535,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-899987727789409
0.5846913542,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8995485367146316
1.431862537,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-899155277883965
1.373957463,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-898967424867870
1.034674247,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-898402801287469
0.5374593074,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-898103501380741
1.446994249,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-897680994566577
0.4009843164,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-897088088160051
1.353826816,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-896843165102015
1.230976778,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-896598988012982
0.704570954,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-896589688256009
1.01592399,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-895042408159688
1.654523138,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894559812351386
1.316384919,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894559522288371
1.508663634,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894457734962164
1.0189913,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-894066258497958
0.5197868565,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-893539262677484
0.03631194837,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-893173505441981
0.6808791877,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-892383375224287
0.8948928971,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-891684945300160
1.6760257,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-891661008828094
1.121702108,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-891391212618023
0.6464865699,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-890166872024685
1.676370279,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-890005255637433
0.5734942531,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-889728479746704
1.662919597,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-889604775414234
1.764479286,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-889375178765113
0.298110661,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888593019388197
0.3956572494,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888183703182855
1.000251584,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888062106715252
1.555144592,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-888056015719840
1.406558399,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-887363366529815
0.8440900819,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-886609482926268
0.02131566601,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-886049645973007
0.9289057132,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-885689066019680
1.761668135,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-885670366433640
1.04887393,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-885209946993560
1.501511362,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-883738210384679
0.126648018,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-883246492824014
0.3433997678,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-882993126248062
1.214012956,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8828692983838031
1.678536808,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-882867522830120
1.044435338,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-882019143545185
0.258760548,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-881925359723909
1.123221689,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8816515918390519
0.9131255467,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-881342303358042
0.9344688665,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-881270063889884
1.734460529,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8806609246079208
0.003500711702,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-880568190186256
0.4555405929,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-880340126836307
0.1493353425,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8796411607036992
0.275752866,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-879631723735807
1.47223881,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-879049300656635
0.0109961358,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877975993416760
0.6280369491,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877662697022279
0.4737895958,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877511836784655
1.378151435,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877210454387561
1.377059357,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-877129693575192
0.6099908436,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876239523982490
1.551831424,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-876121221160846
0.4871830902,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-875485623676104
0.1122190049,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874864704574925
1.007131301,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874747697073121
1.754906498,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874543520932484
0.561574783,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874190910572544
1.78718843,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-874084244131796
1.164442832,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-873560550525047
0.9080232789,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-873317140849832
1.233614903,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-873043573965895
1.469145258,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872760463806517
0.5956978868,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872400620956045
0.494797587,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872222594086011
0.1851646368,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-872188860590219
1.693991206,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871981848375866
0.093868253,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8715627171842855
0.4413645224,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871286287458461
0.5098676408,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871185627435460
0.4928496794,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871075730546911
0.3846246239,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-871037203883530
0.2297016767,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-819765763526762
1.757024958,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-818776323774715
0.65640083,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-818462803696191
0.4165331976,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817768845898837
0.2099987747,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817763467176157
1.234436415,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817477363934899
0.9442865485,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817475239730695
0.4630054827,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-817135236672734
1.233466729,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-816335920524988
1.282079338,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-815391233916449
0.1767011303,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-814072014151046
1.248750215,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-813828049840959
0.7849868467,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-811606650922029
0.0193167039,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8111507755613955
0.6814155246,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8100667816697710
0.7074242097,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-809480737932683
1.459258155,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-808321904744283
0.5153962905,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-808097524590260
0.4118670058,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-807800198130528
1.327371719,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-806751788307038
0.09460960113,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8057957437624799
1.236323621,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-803990118540094
0.6005772118,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-803897110603133
1.148789768,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-802443478544141
0.3554009534,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-8008073409211713
0.7807607285,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-7995631707140182
0.2670460963,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-797179088937277
1.538349886,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-797024995612413
0.03694427463,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-796944101940903
1.333423846,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-793257836073148
0.06040096937,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-791572172961239
1.686253867,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-790055392972248
1.456135946,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-789793989900194
0.7365235917,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-789715035654710
1.38446283,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-786610583313461
0.9458949686,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-696006115320413
0.9864961621,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-695130362192250
1.008110505,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-694675672308301
1.126525597,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-693988272279384
1.267742605,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-691857912087615
1.09807202,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-691581235967071
0.1207603376,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-691252805779835
0.7910258917,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-690670309134450
1.066762878,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-690541956158254
0.5706666647,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-689771035910864
0.6948530833,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-689599909618915
1.225414116,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-689363059404444
0.7066329672,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-688887926060399
1.463115542,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-687665956347322
1.157769934,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-687024156350870
0.6179208313,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-686488653080244
1.184203355,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-686083626588321
0.9418390822,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-684364333171304
0.07365339124,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-684264882912286
1.045544251,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6837957766319053
1.154105536,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-682791943270614
0.1986576556,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-682596103528135
1.557945262,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-680549530054789
0.7554686604,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-680540137074841
0.3461002808,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-680162593779089
0.4208634564,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-679261516829908
1.156738263,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-678133704039459
0.9742554712,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-676770877464110
1.496704899,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6764280623620361
1.115801682,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-673961584214053
0.4930464834,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-6720438181324436
0.1565317109,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-671839840899900
0.5418347968,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-429145826826558
1.63772103,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-427878012859864
0.5604213028,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-426644026275739
1.208534077,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-425151876539382
0.1986386444,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-424802420355057
0.9164108258,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-424394867097391
1.578908466,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1698824364241828
0.5517482866,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1693566687752051
0.6024030576,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1689212771862832
0.345151036,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1685108828975354
0.2191637955,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1119706949586170
1.328017714,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1119272995406354
0.3583465407,https://fgimagestorage.blob.core.windows.net/facebook-assets/hd-1118763132933218
